Customer ID,Feedback Date,Feedback Text,Feedback Channel,Customer Sentiment,Service Category,Region,Customer Segment,Response Time,Resolution Status,Assigned Topic,Customer Satisfaction Score,Feedback Category,Customer Interaction History,Bank Response Text,Areas Bank is Lacking
125,2024-01-20 09:27:59.297267,"Quick and easy mortgage application, great experience.",Phone Call,Positive,Loan Services,Australia,Students,30,Resolved,Service Issue,3,Usability,Frequent user,Thank you for your feedback.,Technical Issues
126,2024-04-16 09:27:59.297268,"Customer support was unhelpful, they couldn't resolve my issue.",Survey,Mixed,Mobile Banking,South America,Students,39,Resolved,Service Issue,2,Usability,Called last year,We apologize for the inconvenience.,Loan Processing Delays
127,2023-12-17 09:27:59.297270,"The ATM was out of cash twice last week, very frustrating.",Branch Visit,Mixed,Online Banking,Australia,Students,12,Unresolved,Service Issue,5,Customer Service,First interaction,We apologize for the inconvenience.,High Fees
128,2024-08-03 09:27:59.297272,The mobile app is too slow and keeps crashing.,Branch Visit,Negative,Mortgage Services,North America,Students,10,Unresolved,Service Issue,5,Usability,First interaction,We are working on resolving your issue.,Technical Issues
129,2024-09-04 09:27:59.297273,"The wait time for customer support is too long, not acceptable.",Phone Call,Positive,Online Banking,Australia,Young Professionals,27,Resolved,Service Issue,5,Customer Service,Called last year,Thank you for your feedback.,Slow Customer Service
130,2023-11-20 09:27:59.297275,"The bank charges too many fees, thinking of switching.",Email,Mixed,Fees & Charges,Asia,Young Professionals,14,Resolved,Service Issue,2,Customer Service,Frequent user,We are working on resolving your issue.,Loan Processing Delays
131,2024-03-05 09:27:59.297277,"Mobile banking interface is user-friendly, much appreciated.",Survey,Mixed,Mobile Banking,North America,Young Professionals,5,Unresolved,Service Issue,2,Usability,Provided feedback 2 months ago,We are working on resolving your issue.,Technical Issues
132,2024-05-04 09:27:59.297278,"Service charges are too high for young professionals, need better options.",Mobile App,Mixed,Online Banking,Asia,Students,1,Unresolved,Service Issue,5,Technical Issue,Frequent user,We are working on resolving your issue.,Slow Customer Service
133,2023-10-15 09:27:59.297280,"I had a great experience getting my credit card, easy and fast process.",Social Media,Mixed,Online Banking,North America,Young Professionals,8,Unresolved,Service Issue,2,Technical Issue,First interaction,We are working on resolving your issue.,Loan Processing Delays
134,2024-05-04 09:27:59.297282,"Investment advice was very helpful, made some good decisions.",Survey,Negative,Online Banking,Europe,Young Families,33,Resolved,Service Issue,1,Technical Issue,Provided feedback 2 months ago,We are working on resolving your issue.,High Fees
135,2024-04-06 09:27:59.297283,"The bank charges too many fees, thinking of switching.",Mobile App,Mixed,ATM Services,Europe,Small Business,9,Unresolved,Service Issue,3,Technical Issue,Called last year,We apologize for the inconvenience.,High Fees
136,2024-09-02 09:27:59.297285,"The app logs me out constantly, very frustrating.",Mobile App,Negative,Fees & Charges,Asia,Young Professionals,24,Unresolved,Service Issue,4,Technical Issue,Frequent user,Your issue has been resolved.,Slow Customer Service
137,2024-03-10 09:27:59.297286,"Loan approval took forever, not coming back for another loan.",Survey,Mixed,Mortgage Services,Europe,Young Families,10,Resolved,Service Issue,5,Usability,First interaction,Thank you for your feedback.,Technical Issues
138,2024-08-22 09:27:59.297288,"Loan approval took forever, not coming back for another loan.",Mobile App,Positive,Mortgage Services,Asia,Students,12,Unresolved,Service Issue,3,Technical Issue,Provided feedback 2 months ago,We apologize for the inconvenience.,Loan Processing Delays
139,2024-02-04 09:27:59.297289,"Loan approval took forever, not coming back for another loan.",Phone Call,Negative,Mobile Banking,North America,Young Families,45,Resolved,Service Issue,4,Customer Service,Called last year,We are working on resolving your issue.,Technical Issues
140,2023-12-30 09:27:59.297291,"High fees on savings accounts, definitely not competitive.",Mobile App,Mixed,Fees & Charges,South America,Small Business,33,Resolved,Service Issue,4,Usability,Frequent user,Your issue has been resolved.,ATM Failures
141,2024-05-28 09:27:59.297293,"The mobile app update improved performance, thank you!",Mobile App,Positive,Loan Services,Australia,Retirees,25,Resolved,Service Issue,4,Technical Issue,First interaction,Your issue has been resolved.,Technical Issues
142,2024-06-09 09:27:59.297295,"High fees on savings accounts, definitely not competitive.",Email,Negative,Mortgage Services,Asia,Young Professionals,47,Unresolved,Service Issue,2,Customer Service,First interaction,We apologize for the inconvenience.,Slow Customer Service
143,2024-07-17 09:27:59.297296,"I’m not happy with the loan approval process, very slow.",Social Media,Mixed,Mortgage Services,Australia,Students,46,Resolved,Service Issue,5,Usability,Called last year,We apologize for the inconvenience.,ATM Failures
144,2024-07-20 09:27:59.297299,"Loan approval took forever, not coming back for another loan.",Mobile App,Negative,Mortgage Services,South America,Young Professionals,44,Resolved,Service Issue,4,Technical Issue,Frequent user,We are working on resolving your issue.,Slow Customer Service
145,2024-06-07 09:27:59.297302,"I’m not happy with the loan approval process, very slow.",Email,Mixed,Mobile Banking,Asia,Young Families,37,Resolved,Service Issue,3,Customer Service,Called last year,Thank you for your feedback.,High Fees
146,2024-09-15 09:27:59.297305,"ATM service is unreliable, often out of service.",Email,Mixed,Mortgage Services,Europe,Young Professionals,25,Resolved,Service Issue,2,Technical Issue,Frequent user,We are working on resolving your issue.,Loan Processing Delays
147,2024-03-21 09:27:59.297307,"The mobile app update improved performance, thank you!",Mobile App,Positive,Investment Advice,Europe,Young Families,42,Unresolved,Service Issue,1,Technical Issue,Called last year,Your issue has been resolved.,Loan Processing Delays
148,2023-10-30 09:27:59.297310,"Investment advice was very helpful, made some good decisions.",Mobile App,Positive,Mobile Banking,South America,Students,13,Unresolved,Service Issue,4,Customer Service,Frequent user,We apologize for the inconvenience.,High Fees
149,2024-07-07 09:27:59.297313,Why are there so many hidden fees? Totally dissatisfied.,Phone Call,Mixed,ATM Services,Europe,Young Professionals,19,Resolved,Service Issue,4,Usability,Provided feedback 2 months ago,We apologize for the inconvenience.,High Fees
150,2024-08-20 09:27:59.297316,"ATM service is unreliable, often out of service.",Survey,Mixed,Mortgage Services,North America,Students,24,Unresolved,Service Issue,3,Technical Issue,Provided feedback 2 months ago,We apologize for the inconvenience.,Loan Processing Delays
151,2023-10-13 09:27:59.297319,"Customer support was unhelpful, they couldn't resolve my issue.",Social Media,Positive,Fees & Charges,Europe,Young Professionals,37,Unresolved,Service Issue,3,Technical Issue,Called last year,We apologize for the inconvenience.,ATM Failures
152,2023-10-26 09:27:59.297322,"The app has many technical issues, crashes frequently.",Mobile App,Positive,Online Banking,Europe,Young Professionals,47,Unresolved,Service Issue,5,Usability,Called last year,Thank you for your feedback.,Technical Issues
153,2024-07-13 09:27:59.297324,"I waited 30 minutes to speak to someone, and they weren't helpful.",Social Media,Negative,Mobile Banking,Australia,Young Professionals,24,Unresolved,Service Issue,3,Usability,Frequent user,Thank you for your feedback.,Loan Processing Delays
154,2024-04-19 09:27:59.297325,"Loan approval took forever, not coming back for another loan.",Survey,Negative,ATM Services,North America,Retirees,26,Unresolved,Service Issue,4,Customer Service,Called last year,Thank you for your feedback.,Slow Customer Service
155,2023-12-21 09:27:59.297327,"I waited 30 minutes to speak to someone, and they weren't helpful.",Mobile App,Mixed,ATM Services,Asia,Students,2,Unresolved,Service Issue,2,Customer Service,Called last year,Your issue has been resolved.,High Fees
156,2024-03-11 09:27:59.297328,"High fees on savings accounts, definitely not competitive.",Branch Visit,Positive,ATM Services,North America,Young Professionals,3,Resolved,Service Issue,4,Technical Issue,Frequent user,Your issue has been resolved.,High Fees
157,2024-04-29 09:27:59.297330,The interest rates on savings accounts are too low.,Email,Negative,Mobile Banking,North America,Retirees,23,Resolved,Service Issue,5,Usability,Frequent user,Your issue has been resolved.,Technical Issues
158,2024-09-01 09:27:59.297331,"The ATM was out of cash twice last week, very frustrating.",Email,Negative,Mortgage Services,Europe,Small Business,15,Unresolved,Service Issue,3,Usability,Called last year,Your issue has been resolved.,Technical Issues
159,2024-07-10 09:27:59.297333,"I’m not happy with the loan approval process, very slow.",Branch Visit,Negative,Investment Advice,Asia,Young Families,12,Resolved,Service Issue,4,Technical Issue,Provided feedback 2 months ago,We apologize for the inconvenience.,ATM Failures
160,2024-08-02 09:27:59.297334,"The wait time for customer support is too long, not acceptable.",Mobile App,Positive,Credit Cards,Asia,Young Professionals,42,Unresolved,Service Issue,4,Technical Issue,First interaction,Thank you for your feedback.,ATM Failures
161,2023-11-23 09:27:59.297336,"High fees on savings accounts, definitely not competitive.",Branch Visit,Positive,ATM Services,Australia,Young Families,39,Unresolved,Service Issue,5,Technical Issue,Frequent user,Your issue has been resolved.,ATM Failures
162,2023-11-10 09:27:59.297338,"Loan approval took forever, not coming back for another loan.",Survey,Mixed,Loan Services,Europe,Retirees,28,Unresolved,Service Issue,3,Technical Issue,Provided feedback 2 months ago,Your issue has been resolved.,High Fees
163,2024-05-10 09:27:59.297339,"Customer support was unhelpful, they couldn't resolve my issue.",Survey,Positive,ATM Services,North America,Young Families,40,Resolved,Service Issue,1,Usability,First interaction,Thank you for your feedback.,Slow Customer Service
164,2023-12-27 09:27:59.297341,It took too long to get a response from customer support.,Social Media,Negative,Mortgage Services,South America,Young Professionals,18,Unresolved,Service Issue,5,Usability,First interaction,Your issue has been resolved.,Slow Customer Service
165,2023-10-20 09:27:59.297343,"Investment advice was very helpful, made some good decisions.",Social Media,Positive,Savings Accounts,Europe,Young Professionals,15,Resolved,Service Issue,4,Usability,Frequent user,Thank you for your feedback.,Technical Issues
166,2024-01-18 09:27:59.297344,"Great service at the branch, very helpful staff!",Branch Visit,Mixed,ATM Services,South America,Retirees,41,Resolved,Service Issue,3,Customer Service,First interaction,We are working on resolving your issue.,Technical Issues
167,2024-07-18 09:27:59.297346,"I’m not happy with the loan approval process, very slow.",Email,Positive,Mortgage Services,North America,Small Business,4,Resolved,Service Issue,1,Usability,First interaction,Thank you for your feedback.,High Fees
168,2024-06-12 09:27:59.297347,"Service charges are too high for young professionals, need better options.",Email,Mixed,Loan Services,North America,Young Families,23,Resolved,Service Issue,4,Usability,First interaction,We apologize for the inconvenience.,Slow Customer Service
169,2024-03-01 09:27:59.297349,"I waited 30 minutes to speak to someone, and they weren't helpful.",Social Media,Positive,Mobile Banking,South America,Students,31,Unresolved,Service Issue,5,Technical Issue,Provided feedback 2 months ago,Your issue has been resolved.,Slow Customer Service
170,2024-01-15 09:27:59.297350,"I waited 30 minutes to speak to someone, and they weren't helpful.",Phone Call,Positive,Mobile Banking,North America,Young Families,6,Unresolved,Service Issue,1,Customer Service,Frequent user,Your issue has been resolved.,Slow Customer Service
171,2024-01-08 09:27:59.297352,"I’m not happy with the loan approval process, very slow.",Email,Mixed,Credit Cards,Australia,Retirees,34,Resolved,Service Issue,4,Technical Issue,Called last year,Thank you for your feedback.,Technical Issues
